n,n_treat,n_control,ps_min,ps_p01,ps_p05,ps_median,ps_p95,ps_p99,ps_max,w_min,w_p01,w_p05,w_median,w_p95,w_p99,w_max,trimmed_n,trimmed_pct,ess_total,ess_treat,ess_control
1012,126,886,1.2833101341929386e-6,0.028368055359023005,0.04267758083619211,0.11065284845279921,0.257430483053552,0.37970887481044074,0.5836988657644614,0.43736826616473057,0.4376656278777955,0.7469750471492508,0.978020349685675,1.2111124059843186,2.0186162566601356,2.0187086548910442,22,0.021739130434782608,977.3042571330456,101.84227748601913,878.6160933022546
