ga_week,n,n_treat,n_control,ps_min,ps_median,ps_max,w_min,w_median,w_max,trimmed_pct,ess_total
34,139,37,102,0.02240467493846639,0.12047135471526402,0.5936620177147315,0.4085666715397198,0.9874310110596758,2.097838482629981,0.07194244604316546,128.1839618894386
35,307,41,266,1.2833101329900114e-6,0.10870796806500811,0.4833110253697121,0.4085666715397198,0.9794600426520805,2.097838482629981,0.019543973941368076,294.14460710675706
36,566,48,518,0.017929703016072895,0.10626501272453437,0.4309838561543243,0.4085666715397198,0.9735275332650419,2.097838482629981,0.01060070671378092,553.4316046825015
